ID,BAG,CNTXT,AreaFunction,level,pXRFno,X_Coord,Y_Coord,material,Ag,Al,As,Au,Ca,Cr,Cu,Fe,K,Mg,Mn,Ni,P,Pb,Sr,Ti,V,Zn,synthetic
5739,25_299,Plz1,foundary,1.0,PAP17OCT2021_SUR_-455,667097.1054,9238789.629,soil,8.795035566548325,6716.0,20.10272082894943,,24094.846657816404,308.9608546456494,36.0,21796.0,58407.054118069296,15534.566627886326,21235.546073031972,7528.527943607252,59559.34914981333,20.0,100.0,95454.92583050279,4761.732321100097,26729.88374455965,True
5626,25_408,none,unknown,1.0,PAP17OCT2021_SUR_-443,667098.7555,9238798.962,soil,11.906711679419683,18490.725184516625,17.37747911400146,,95380.38284310377,1498.1190741183395,189777.0,1095063.8680557827,11844.0,11543.091335563737,31860.0,5474.1264961271545,6592.210078872458,19.0,128.0,2410.8713103803843,4490.86094361196,2032.0,True
5694,25_448,Ped2,unknown,1.0,PAP17OCT2021_SUR_-403,666946.2387,9238676.86,soil,9019.300340074082,7220.0,12.162489805281098,,6522.248903626175,846.0003711654338,40.0,14387.0,6104.434790797872,20826.435719763405,251.27128889816362,7322.744000286143,2222.1953506039304,25.08542590955716,61.0,1698.0,71.0,49.0,True
5714,25_450,Rm1,pottery_production,2.0,PAP17OCT2021_SUR_-466,666943.8781,9238699.251,soil,34386.02903713523,20296.0,11464.641971534218,,9390.712759448576,1836.7837596451054,527505.0,13075.889931323927,7057.0,23901.85326337378,290.0,7334.867286959084,6273.0,30908.0,100.0,1469.5853559178977,3818.724557354879,1531.230370580779,True
5617,25_322,Ped2,burial,1.0,PAP17OCT2021_SUR_-472,667091.6474,9238674.331,soil,10.0,2050.1107353121897,224.0287657885748,,8413.906727503894,733.2982226883142,40.0,10297.92924860036,7029.0,12809.992574272728,273.74383661170816,7157.043689381331,1096.5635646073388,23.0,85.77451842490716,1601.0,65.0,75.0,True
5759,25_472,Pla2,residential,1.0,T004,666945.8535,9238699.369,soil,21465.72913003578,10111.948927166099,6.0,,8483.557349046521,42.0,46.0,7532.001859913396,3395.8644201041097,6001.814457896195,292.58629525657494,321.7772731104147,7192.740012183811,13.0,49.0,965.0,55.0,42.0,True
5818,25_320,TAL3,unknown,1.0,PAP17OCT2021_SUR_-295,666944.1058,9238798.962,soil,45722.0,8431.922334332745,5.0,,8030.134996353679,804.223114941321,32.0,18292.0,6829.845904085623,5079.995018482761,292.0,244.77672344107611,1435.9072730900837,6.0,112.0,1773.0,47.0,25.20009972979252,True
5714,25_649,Rm1,foundary,1.0,PAP17OCT2021_SUR_-434,667064.9304,9238877.911,soil,253.42335412740405,10737.0,7650.892152619254,,16709.964882501623,1693.0604582537092,666306.0,15053.0,2520.154439095702,37196.575712529055,282.896524676083,4536.0,1403.0,30908.0,118.0,1226.577428221468,1375.4999140739478,2027.8486631471044,True
5524,25_686,TAL3,foundary,2.0,PAP17OCT2021_SUR_-330,667087.3868,9238699.232,soil,26583.0,4250.669718908277,3207.20276064202,,9079.104254044852,110.48936396786043,1437.0,2213.1073184241695,5059.807506413782,5375.0,97.05944911658666,60.06025663587875,2583.724651379941,12.0,66.0,262.91257629850486,51.0,33.6698660842514,True
5699,25_464,Rm1,pottery_production,1.0,T018,667099.0102,9238771.672,soil,2827.944914222164,8562.404077533525,5.0,,10458.0,564.9788658586998,30.0,14487.136737084254,4478.0,5091.965254026674,289.57901516025413,7831.6838100347595,2432.0658773617024,31.0,86.0,426.0,41.0,32.0,True
5837,25_688,Rm1,unknown,1.0,PAP17OCT2021_SUR_-454,666943.5423,9238700.401,soil,340.0,43772.190654198,3575.4656800236917,,156620.67274950328,1659.7606474827278,69.0,1094270.6184888056,77434.9919037328,21903.89166990038,23365.63104894969,4488.123355747801,6161.484500854403,10.0,235.81212617900678,102151.13400188528,5165.083812537449,2953.458589518796,True
5829,25_446,none,unknown,1.0,PAP17OCT2021_SUR_-422,667098.7555,9238802.504,soil,22122.0,5521.128186315675,11743.0,,1760.0,1081.550716135746,667440.0,134.84943507904114,792.5436524504419,10123.402599132272,175.9351464051465,43.0,524.0,20.690494653013104,57.407017431571184,279.0,41.0,472.39616407658104,True
5560,25_655,Pla2,foundary,1.0,PAP17OCT2021_SUR_-406,667092.0163,9238700.315,soil,8.0,11755.0,12.0,,36008.81333263585,1868.7779609881497,43.0,1015023.0346462566,68615.15759037605,15278.0,22153.658072439477,8889.168306426154,1196.8879767014037,27214.031762253046,108.0,102304.74603972734,4468.18864133166,1054.9387741077703,True
5696,25_472,Rm6,residential,1.0,PAP17OCT2021_SUR_-328,667101.4432,9238702.558,soil,11880.409866156873,8396.0,17.0,,11298.0,1333.3515497050537,26.0,20714.09547160531,6712.0,13576.113008181637,285.0,4536.0,1867.1169051110141,16.0,119.0,1601.0,73.42887155232519,46.0,True
5723,25_307,none,foundary,1.0,PAP17OCT2021_SUR_-292,667092.1396,9238700.811,soil,6892.0,6716.0,13646.0,,54367.2896366824,880.6900239509723,1782.0,20409.248757357487,8279.931219902906,23905.95854421718,282.0,95.0,6254.3263792287835,13.0,113.55135193031762,1701.9553831404007,4591.482110072058,125.37254368123416,True
6205,25_436,TAL3,pottery_production,1.0,PAP17OCT2021_SUR_-455,667101.4432,9238672.354,soil,8912.0,14395.0,3789.799615686552,,8412.0,1867.6935474622492,418693.0,20589.0,6842.733981125073,12536.0,436.1861335559462,3795.4347161333662,524.0,21.373553583147242,113.0,1829.2499541826164,77.71807691865308,91.41366859814875,True
5553,25_406,none,foundary,1.0,PAP17OCT2021_SUR_-414,667085.8268,9238801.779,soil,19024.461229347795,3364.683629113227,2789.9706430245037,,6925.0,133.63130963851017,55.0,3522.7262920615976,2065.628668379364,12536.0,102.0,67.70538102524829,2157.3952555939068,15.110620058659208,54.0,318.7381680434628,54.80528884365454,39.0,True
5523,25_419,none,pottery_production,1.0,PAP17OCT2021_SUR_-407,666944.4536,9238876.439,soil,8.0,11827.0,4.0,,12669.959362648628,429.6268105179828,22.0,1149389.3750930447,73312.68370620115,15278.0,20530.15313660591,8540.419243296412,1697.4416849967185,12.0,91.22382731364215,102308.23933220848,4265.708020519377,41.6931433729916,True
5791,25_693,Pla2,residential,2.0,PAP17OCT2021_SUR_-317,667084.4276,9238701.811,soil,14.0,45373.67918803889,4021.151490628948,,113515.0,1947.2857748415292,238715.0,27167.42745038607,57566.074827934564,12536.0,22032.693284588375,7645.496152185895,1200.6046813705595,26.0,151.8939045928551,2510.0,4076.9102605730977,2025.7915484401792,True
5820,25_659,Pla2,residential,1.0,PAP17OCT2021_SUR_-355,666946.5364,9238700.961,soil,2781.0,9295.0,3959.271402533917,,9889.489530188643,1107.760894756096,671386.0,16803.848035361712,64032.81586255277,15278.0,19101.963738691975,104.0,7871.0,14.0,227.4425596884139,98443.35203247152,4487.348112391496,204732.0,True
5693,25_466,Pla2,foundary,1.0,PAP17OCT2021_SUR_-320,667092.4226,9238676.254,soil,4159.0,4294.405793800737,5.0,,4965.139419148714,893.2998742609603,21.0,15226.416895120108,1265.166565674081,5384.035424627558,273.0310267614427,7098.0432536103835,327.0,12.0,25.063223547393005,1805.7208458612686,41.0,24.719213945003926,True
5515,25_447,Rm4,unknown,1.0,PAP17OCT2021_SUR_-408,667096.6811,9238700.401,soil,11021.0,9052.789601380102,7.0,,7040.7777350672895,1354.1331315542639,25.0,14943.30159901589,1254.8583589647537,15120.513283913322,95.00112114694426,7539.919690746014,305.28180677758706,20.0,51.81524480193291,1188.0,48.62471199137772,24.712028774532413,True
6221,25_450,none,pottery_production,1.0,PAP17OCT2021_SUR_-449,667047.6616,9238796.859,soil,10.0,8877.0,6.0,,10693.14523597693,1078.895044103487,39.0,13168.774710612935,5540.223187054931,8999.866535906238,399.22315121531665,8056.1544221138365,1712.873817551547,886.0,99.0,1598.9498773358757,55.735468338597265,554.0,True
5548,25_459,none,unknown,1.0,PAP17OCT2021_SUR_-319,666946.8167,9238674.136,soil,282.14843314133736,4340.109347681373,36.25595576119227,,11860.743537848013,44.25317507603561,228156.0,15699.220410702068,7913.156528484672,15278.0,359.0,4438.0,64162.0,21.0,103.0,1700.1726175062788,4059.1666181639685,2032.0,True
5746,25_368,Pla2,unknown,1.0,PAP17OCT2021_SUR_-439,667093.7395,9238770.487,soil,393.0,11851.0,11749.328132647772,,49350.87255155015,1954.942502574512,249997.0,25691.66663969109,6933.737001747922,11133.38289870321,20746.9967684711,4536.0,1890.403429046758,1762.4215144256402,287.2720777095308,1806.9988492665805,2995.32947550071,3491.166304819291,True
5784,25_327,Pla2,unknown,1.0,PAP17OCT2021_SUR_-672,666944.1058,9238882.26,soil,52947.0,9455.472173122684,2087.4984484316637,,3112.0,1799.6871909965878,783896.0,1421.3525466671604,489.2328560708543,12543.156940013974,282.0,69.95552493699121,399.31835422757604,21.0,89.47947596603285,1480.6893837226153,47.0,67.0,True
5737,T004,none,unknown,1.0,PAP17OCT2021_SUR_-313,666948.2664,9238876.068,soil,10425.913492728258,9026.948432193121,3189.2529164372704,,7829.0,1465.6801689894978,123587.0,7073.491206961116,5910.776605207382,16904.59966809183,261.0,4438.0,930.6063865150404,26.0,111.0,1495.0756662346894,66.0,85.0,True
4654,25_449,none,pottery_production,1.0,PAP17OCT2021_SUR_-463,667090.8664,9238876.424,soil,16057.457176986489,7839.0,1857.3594948726525,,14242.0,88.66806183184336,273439.0,3429.5683269449396,6684.0,12544.916395189728,331.9628519930606,4536.0,382312.8907150796,1499.6540316357239,118.20347226253469,769.0,95.14968758846624,3205.4255966452556,True
5724,25_474,TAL3,foundary,1.0,PAP17OCT2021_SUR_-650,667096.6811,9238883.486,soil,421.14788968795096,8205.0,4623.381082364445,,7522.224720886671,1633.804911837682,52.0,14949.047742717661,6282.0,12550.85353999448,296.0,4255.0,524.0,23.0,60.817834691540945,1431.542774971532,63.09155258347921,55.75843538879778,True
5699,T010,none,residential,1.0,PAP17OCT2021_SUR_-367,666943.9405,9238773.975,soil,17228.040314276877,63845.36189396586,6157.042512232681,,53073.88539785448,1848.0464601684812,225965.0,208367.19215534342,7482.0,44215.895156292296,1412.53159704257,4615.832007241501,7871.0,30.0,118.0,2262.0,4922.851872645487,3182.0,True
4660,25_647,Pla2,residential,1.0,PAP17OCT2021_SUR_-416,667098.0158,9238801.779,soil,183.0,1078.8691778717682,27.103130252486864,,1983.1153872884825,1028.1632812761507,226130.0,2299.0,2624.35000603747,7727.859212744746,261.0,100.0,327.0,20.0,38.0,1427.913546270987,44.97349423494745,47.0,True
4652,25_472,none,residential,1.0,PAP17OCT2021_SUR_-677,667096.4731,9238883.198,soil,52947.0,7193.960292878121,9.0,,3828.4050975574405,1321.9619806762464,24.0,5411.0,6368.0,5375.0,236.0,4255.0,734.6719093084296,12.0,99.0,1725.0,43.51119376535688,34.0,True
4654,25_451,Rm1,unknown,2.0,PAP17OCT2021_SUR_-320,667073.3894,9238805.645,soil,465.0,6370.2150142537685,6.0,,7431.986875582785,109.03628885898377,38.0,4161.0,3724.0,9897.835081184647,274.92979806396545,7410.423142154648,2376.0,21.0,45.782118226918826,1365.879556327113,54.0,43.0,True
5837,25_363,none,foundary,1.0,PAP17OCT2021_SUR_-310,667095.001,9238701.005,soil,12.0,2827.6798422253146,8.0,,8031.016721725283,726.1943831494733,25.0,16227.749291512822,6809.490312676994,5375.0,273.0,4603.562074645448,340.8432009130798,12.0,67.0,1537.0,50.17221796448497,32.0,True
5639,25_425,Plz1,residential,1.0,PAP17OCT2021_SUR_-317,667097.2038,9238700.401,soil,183.0,12001.490812017193,16663.0,,8204.95651698218,1969.2576830490934,177926.0,17707.27756297645,5206.0,37272.93965922955,261.0,3489.0303125640867,201.41273490870478,886.0,88.0,1440.7730020965103,93.43186625050143,77.94965070852453,True
5796,25_686,Ped2,foundary,1.0,PAP17OCT2021_SUR_-670,667096.3668,9238872.307,soil,16.368043345838284,17523.0,6393.54303757905,,15808.536768666501,1954.078247677483,652737.0,20303.0,6801.420855865178,19953.548353947248,424.30186104103564,7194.916503261184,370.554351891074,131.0,115.48872525508088,2407.0,3817.1931616433676,1472.0,True
5749,25_678,Rm2,residential,1.0,PAP17OCT2021_SUR_-422,667096.4735,9238702.558,soil,11.0,7998.020352001545,17.13616410577731,,14844.0,1340.4470580580796,27.0,21102.410591618733,8928.328971842986,12779.110801632676,322.7360132804743,7400.440971993797,513.0,14.0,99.0,2043.8007489487532,81.0,47.0,True
6193,25_413,Pla2,unknown,1.0,PAP17OCT2021_SUR_-362,666943.7269,9238867.193,soil,53359.53702515824,21902.0,5.0,,10377.0,1462.593690965789,46.0,21620.471715327363,6488.0,5116.740341970865,431.3230556813317,4472.0,6177.674186772721,14.0,153.0,1459.7537294461006,55.0,39.0,True
6195,25_434,Ped2,unknown,1.0,PAP17OCT2021_SUR_-448,667098.1833,9238676.907,soil,26583.0,5244.336800645135,7.0,,3107.4682250317155,579.8826975454423,43.0,3220.161734998874,4612.248752503649,15278.0,140.95673363476777,3882.852040715776,524.0,12.0,76.2582304549333,1949.6456468262224,55.0,39.0,True
5841,25_460,Ped2,unknown,1.0,PAP17OCT2021_SUR_-476,666944.1058,9238803.286,soil,10797.261413946206,7060.368042498393,5.0,,8116.0,1253.2328130366393,25.0,16595.535821510395,6593.533431706114,6525.573331462723,279.0,7070.108374448609,491.37264227948566,12.0,147.0,1824.0,52.0,38.0,True
5819,25_690,TAL3,burial,1.0,PAP17OCT2021_SUR_-668,667093.7979,9238882.983,soil,45471.43686977672,1280.0,14859.0,,8029.0,1335.0986703985852,64924.0,1027.734912647658,1211.6504775517396,11498.73696736927,46.0,58.9293720732597,488.8892092349068,16.0,91.0,415.5404327400706,50.0,36.0,True
4661,25_441,Ped2,pottery_production,1.0,PAP17OCT2021_SUR_-308,666948.8319,9238878.212,soil,45438.0,63604.40113973038,2713.0,,15103.0,1897.8160996044605,161424.0,23950.0,7340.984483317013,17437.573928945683,592.0,4543.7047198551245,6225.303086252031,21.0,197.00540964847448,2167.0,4180.665776913716,1455.1415673966897,True
5829,25_300,TAL3,residential,1.0,PAP17OCT2021_SUR_-357,666943.8781,9238803.944,soil,19768.0,21902.0,6331.0,,7442.360205431627,1874.1812891509005,242406.0,14658.789224292485,1253.0,15278.0,325.6082171616473,104.0,524.0,137.11908346081898,77.34089681474165,931.0,63.0,86.08240987443634,True
5737,25_352,none,foundary,1.0,PAP17OCT2021_SUR_-298,667083.2768,9238867.974,soil,26268.323486508103,6764.430019223135,12.0,,566.0,1355.248820378097,27.0,14481.716082900839,4224.422683417016,5375.0,274.0,100.01400324425072,483.55943804198876,15.0,39.827513756671394,1191.4096691694285,41.0,34.0,True
6183,25_666,Ped2,burial,1.0,PAP17OCT2021_SUR_-323,666945.9622,9238797.038,soil,8.901649703670964,7419.265138966702,9.0,,10347.0,1527.6505054344832,51.0,19191.0,7048.209345046014,6500.170480005048,505.0,7821.9395063981165,484.643768619604,30.212897810007888,103.73162218243695,2044.0,63.0,83.80625913949285,True
5842,25_401,Ped2,foundary,1.0,PAP17OCT2021_SUR_-404,667097.4812,9238879.861,soil,6892.0,9434.454334634178,21248.414469451065,,126135.16079563361,1700.200336700793,405110.0,21930.185851100036,7579.19768722429,42818.005237340556,368.4035962915309,95.0,3576.382496261009,18.0,120.233997344604,2287.005326938896,5065.548631962406,3250.1768945851463,True
5563,25_470,Ped2,unknown,1.0,T008,666945.1468,9238798.392,soil,4355.008627311022,20283.622471091327,5.0,,14232.761867166582,1316.3452284155599,64.0,78916.12409244647,10330.0,5247.699448346907,23692.502457349958,7645.406110764838,6273.0,16.0,171.0,2154.0,73.0,67.0,True
5521,25_687,none,foundary,1.0,PAP17OCT2021_SUR_-461,667095.5722,9238805.124,soil,53318.36116970436,16949.246199202014,4338.263408015795,,10352.271866816383,1658.030418778888,64.0,16223.171907390388,6687.67574259794,19905.57976862622,290.7041492993385,882.0372940967368,6458.54023914979,20.0,153.39827358560814,1681.0,264.0,343.85312435749734,True
5830,25_402,Pla2,foundary,1.0,PAP17OCT2021_SUR_-447,667098.7555,9238876.741,soil,5504.708178542045,10041.87663544145,2601.352810193607,,6581.182067580665,1644.320023330896,170748.0,16635.0,5816.005722925659,23803.36058320209,320.43592226838973,4255.0,418.5868984434799,17.0,66.0,2350.4618858790964,81.6574347654163,57.0,True
5805,25_446,none,foundary,1.0,PAP17OCT2021_SUR_-433,667094.8358,9238698.433,soil,3701.9252180363947,10289.850745012474,15838.0,,16317.0,1639.2163050689783,283731.0,19308.0,9882.0,12548.742722637933,468.0,95.00793149395291,5909.932583690839,18.0,119.0,1698.0,4121.11397746302,3189.8290982958324,True
4662,25_453,none,foundary,1.0,PAP17OCT2021_SUR_-469,666946.5271,9238776.141,soil,393.0,9642.947585139425,4128.4036371903485,,16317.0,859.4221386702976,662482.0,17533.786337563968,7802.0,20643.35769855025,374.25856861244165,4255.0,53616.23371853105,30.0,130.0,1513.0,4337.479439114367,3561.0,True
5589,25_332,Ped2,residential,1.0,PAP17OCT2021_SUR_-294,667097.0873,9238668.393,soil,19746.560991908278,8130.0,10.0,,17461.44074598438,680.0213909740474,37.0,15654.938911485095,2719.9896775332572,5375.0,282.0,105.17203406586367,5950.133715234203,19.0,138.2495865951617,275.1108774532313,54.0,43.0,True
5800,25_682,Rm2,pottery_production,2.0,PAP17OCT2021_SUR_-410,667087.0369,9238771.259,soil,24787.77580224876,9427.54381045285,10988.527638177104,,15103.0,855.3537240213176,322224.0,3508.836104901007,1011.2825293474688,18205.679644625994,310.214476485919,95.0,64162.0,31.0,83.56629519055015,931.0,165.69943960323377,3012.3741362328847,True
5622,T019,Ped2,foundary,1.0,PAP17OCT2021_SUR_-315,667093.4499,9238702.634,soil,216.40058056939552,4991.421898972967,44.79582408609315,,7391.0,887.0666911429637,53.0,7413.681606011505,4021.2209796261454,23830.72451130295,251.3153922090539,7102.830981832749,1403.0,31.0,57.0,1660.9022035383,71.0,62.98011423166929,True
5730,25_657,Pla2,burial,1.0,PAP17OCT2021_SUR_-371,667045.1436,9238767.23,soil,10.0,9106.0,848.8171799796064,,10412.056001255229,1524.806900372748,215554.0,18765.8585259216,8278.864635172167,12536.0,1061.0,7505.730454823647,1774.0,98.06142711353922,98.34480951060078,2074.11103665886,100.56577254733229,2512.520390560036,True
5813,25_420,Rm1,burial,1.0,PAP17OCT2021_SUR_-679,667088.8589,9238777.962,soil,409.4629556772045,8862.406046739492,3844.130231696969,,5756.0,1317.8688580357195,104922.0,10721.445804060835,5206.0,14662.590002176064,375.0,3472.7708066700934,2006.1480306227188,23.292791230150357,51.0,1814.0,72.72455533920999,1546.0,True
5785,25_398,Pla2,pottery_production,1.0,PAP17OCT2021_SUR_-458,666944.9352,9238699.868,soil,25850.0,11851.0,6.0,,6613.0,1267.6352619717086,33.0,18292.0,4291.436915778231,5245.057050179746,411.0,4125.038078633355,1774.0,12.0,69.0,1633.9369062123956,51.0,39.0,True
5566,25_328,Ped2,foundary,2.0,PAP17OCT2021_SUR_-316,666943.6971,9238872.307,soil,45721.333605460386,11098.0,11.0,,14595.541806703404,376.1090249537208,30.0,7395.178520223627,7057.0,12549.260357096067,92.0548106703752,3459.0081127938965,6142.998747528817,12.0,129.0,862.196103582265,62.48997390041653,36.0,True
5517,25_423,Pla2,foundary,1.0,PAP17OCT2021_SUR_-432,667093.7979,9238702.583,soil,11021.0,4541.599682477301,9.0,,5003.069396007796,1160.7648801786788,34.0,15441.196229998877,6320.0,12778.380993746443,151.25481984102055,5329.780641065864,391.0,18.0,98.0,1569.364077714236,55.0,32.84305403177733,True
5801,25_430,Ped2,foundary,1.0,T010,666945.2889,9238800.245,soil,8912.0,13483.498939612375,6.0,,12465.0,1596.3023604209443,25.0,23772.61716843304,8495.660612357857,23857.465483772055,261.0,8720.442680226615,1452.1910637577907,408.0871544771223,113.0,1923.0,97.67647139196819,36.0,True
4669,25_307,none,foundary,2.0,PAP17OCT2021_SUR_-663,666948.2664,9238676.86,soil,26570.57994577851,7102.50087809602,21.76567165172935,,3165.1443619660663,557.897667098371,31.0,1069.0,3304.7372188746954,16248.14536216995,97.03084231204349,282.10165494982346,1490.4750830828812,17.0,35.01311125407081,1245.60043834092,54.0,45.0,True
5573,25_472,Ped2,unknown,2.0,PAP17OCT2021_SUR_-418,666943.7062,9238699.116,soil,16262.554482021415,16952.95098303599,18.553385086701667,,17358.61504706117,1762.1174101877516,151970.0,21753.320241775637,6465.781147059832,6088.17811923014,14189.319972730256,6946.969643176262,4436.247427247715,29.590154890847714,132.09708650501182,1725.0,78.0,344.2468221534038,True
5817,25_292,Ped2,unknown,2.0,PAP17OCT2021_SUR_-405,666946.5341,9238701.005,soil,2781.0,8272.0,6046.0,,55951.25067036341,650.5810295184192,273439.0,3200.9130733540173,6810.0,7651.386545476587,357.99206444088463,4429.467403840136,64162.0,151.36592350065118,98.49391240322174,737.0465981747872,80.0,3112.236881400917,True
5818,25_652,Rm1,unknown,1.0,PAP17OCT2021_SUR_-362,667065.5579,9238699.061,soil,45438.0,5008.0,21482.0,,3800.208790948536,1154.2991606658184,627118.0,1458.6394760692397,913.6988261376162,24906.57805268994,69.0,43.0,1286.1250736607922,11.0,29.84656897485364,772.706097824432,73.0,61.327019407490894,True
6195,25_454,Pla2,unknown,1.0,PAP17OCT2021_SUR_-674,667091.6528,9238872.307,soil,25850.0,6337.0420509679225,5.0,,14265.0,46.3985961990645,29.0,16881.0,1130.413241837911,12767.48961969043,279.0,101.59207138957697,7871.0,11.313780579687823,189.2390382022944,1344.0,63.0,47.0,True
5718,25_467,Rm1,unknown,1.0,PAP17OCT2021_SUR_-327,667092.2871,9238699.885,soil,45387.82550559124,7565.0,1860.1322648355017,,8462.049234594926,899.7818765400136,37.0,11393.134697524087,7029.0,9476.988572410124,192.0,113.28109238506113,2600.0,13.0,81.51305661225773,1284.0,62.0,36.0,True
5512,25_330,Ped2,burial,1.0,PAP17OCT2021_SUR_-424,666948.8299,9238800.245,soil,45362.0,15497.823577896084,4.0,,17811.311025740826,96.4861024287062,25.0,22668.916242977553,6295.041217020698,12652.621361217245,423.59361572129535,7743.054366005832,373082.84933147073,17.0,141.77927924676536,1904.0,163.56939368011535,51.0,True
6212,25_314,Rm1,burial,1.0,PAP17OCT2021_SUR_-475,667084.4276,9238698.759,soil,393.0,10644.395257564616,9.0,,5401.0,1906.685152263534,28.0,801891.824903606,7202.268874396051,15278.0,421.0,7677.997630927398,208.5602258005609,15.0,86.0,102379.25577603998,77.0,41.0,True
5562,25_346,Ped2,residential,1.0,PAP17OCT2021_SUR_-694,667074.4862,9238796.893,soil,7.8028767897736415,7143.415408067677,2802.165751193579,,8974.635275453502,1392.0622419042184,143607.0,17714.0,6492.197092738235,12536.0,597.0,7512.217484025558,513.0,1444.0,38.0,1719.0,73.0,1476.4964090608314,True
6222,25_695,none,unknown,1.0,PAP17OCT2021_SUR_-468,666948.4391,9238702.268,soil,45619.097815287634,10027.993457727425,707.0,,3112.0,1518.16926898038,40.0,3415.6482271429722,6051.0,9394.405180992228,275.0134299425283,4471.251784517626,3072.6563306215835,149.3083527507979,85.0,1017.3888373403285,52.0,54.0,True
5827,25_695,Ped2,unknown,1.0,PAP17OCT2021_SUR_-406,667098.9017,9238878.865,soil,45438.0,11824.491523139597,3316.0,,9288.0,1679.4638823375221,51.0,11789.069102206226,7298.0,9009.483466804837,329.13255004221975,4720.264496501938,5731.46557766631,27.0,129.0,1594.1722469427707,65.0,86.0,True
4653,25_462,none,foundary,1.0,PAP17OCT2021_SUR_-410,666945.8535,9238673.182,soil,49011.00572363467,12315.0,13.0,,8818.35766616852,1425.2344189901721,1857.0,12882.05881030512,6357.127058890942,6044.350070064011,248.99074934648212,4669.227995123875,2376.0,21.0,94.40901248771272,1051.2002200220188,55.0,36.0,True
4673,25_317,Rm1,foundary,2.0,PAP17OCT2021_SUR_-419,666947.234,9238777.962,soil,393.0,10346.0,2698.243752801745,,5478.919047470452,1653.4074254401494,20102.0,17579.5786514438,5306.046338836677,15892.981372532367,1145.4185211243855,6843.56486820839,2565.777959842615,1021.0875467452674,78.50626887783014,2286.54154839097,111.90498072121204,3561.0,True
5565,25_450,none,pottery_production,1.0,PAP17OCT2021_SUR_-651,666950.0082,9238796.859,soil,29250.0,11492.0,9.0,,9670.695830954977,1338.609159621253,71173.0,15176.487208376215,3220.2500097500933,9678.114535614155,250.02378383822446,4438.0,1395.611737179108,20.0,111.19625524724015,978.627916602214,54.92196939256037,35.0,True
4662,25_431,none,foundary,1.0,PAP17OCT2021_SUR_-422,667092.3081,9238698.594,soil,52947.0,17523.0,4.0,,8017.0,1324.1139068547964,30.0,21435.46495602992,3658.2921267810457,5252.977791338277,333.66943857024546,6944.146800393097,1403.0,12.918199606770663,194.0,1350.282279415814,42.06982279872136,27.967662811433648,True
5791,25_405,Ped2,pottery_production,1.0,PAP17OCT2021_SUR_-299,667091.6528,9238787.961,soil,10150.996547692586,15058.136049745654,13646.0,,17663.0,1592.2844467728387,354216.0,16289.475560562469,5488.193570118583,50946.77691198564,304.5033765422108,4536.0,6273.0,1942.4131361552659,94.0,1683.3589164723724,4789.085428615454,3295.842497645612,True
6295,T022,Rm1,foundary,1.0,PAP17OCT2021_SUR_-460,667096.1062,9238700.961,soil,63448.44613311578,18231.7454646163,3764.2821675770138,,7383.1787791069,1361.701755959952,49.0,14747.621749366237,4252.691321131605,16826.26996527525,273.0,67.78361567441883,4387.764199547921,12.0,91.50496383570064,1435.657652564588,73.0,50.0,True
6182,25_438,Pla2,foundary,1.0,PAP17OCT2021_SUR_-659,666948.6763,9238805.134,soil,427.85388456897067,8813.0,12785.2081878799,,23719.28295672116,1698.5815126924495,1536.0,14876.0,7576.153639330736,16368.39650107639,283.56906818336154,7400.129177656238,1999.767826269134,886.0,111.0,1632.0,1655.0092365373814,1094.0,True
6205,25_434,Rm1,unknown,1.0,T003,667090.7686,9238870.932,soil,53157.0,12452.611132761685,8.996996950051113,,3848.552712904376,513.0017131534423,32.0,2637.0,506.043859166726,15278.0,103.0,95.0,1774.0,12.0,38.94784142428312,736.4606672837192,48.11589051431655,32.0,True
6219,T013,Ped2,unknown,1.0,T009,667092.6828,9238873.223,soil,13.0,12999.988231649999,751.2463101848355,,12376.244422582118,1918.8656380133646,40.0,17738.676513089686,9267.415184530424,12545.099005757329,468.45455459924517,8518.570418200365,561.0472219529123,30908.0,111.0,2510.0,80.60010153075072,1209.0,True
5519,25_301,Plz1,residential,1.0,PAP17OCT2021_SUR_-399,667094.9005,9238676.254,soil,8.0,3606.223244556302,38.0,,139519.29859030197,1665.2840403075118,44.0,19048.828110572238,7005.472918777936,5343.9945002777595,468.0,7994.196022921505,519.9460260917722,2122.4717800150256,134.0,1632.4391313841643,63.67522736986267,184.74092654828655,True
6211,25_471,TAL3,unknown,1.0,PAP17OCT2021_SUR_-351,667099.9995,9238773.024,soil,11.0,7989.215755587826,7.0,,6509.0,1652.1564059410994,39.0,10775.370784248551,7222.6478546727,12157.766972534107,273.1818874210546,8038.876378260317,196.48753123372188,21.0,80.0,2154.0,51.57149506846849,41.0,True
5541,25_371,Rm6,unknown,1.0,PAP17OCT2021_SUR_-447,667091.6971,9238881.018,soil,11021.0,17838.657616321434,13197.0,,6467.79692830513,1876.520065531944,543339.0,15140.772511535575,7482.0,15412.864021431607,21748.21394033436,3402.7494553662123,3770.9141681827195,36.825982102434864,107.0,2747.1964180637306,4070.6949695650624,204734.85224879903,True
5696,25_473,Pla2,burial,1.0,PAP17OCT2021_SUR_-308,666947.1335,9238801.761,soil,22122.0,7550.862221128468,9.0,,5325.1761067705365,55.56112618451844,46.0,16222.434784052046,5493.5505151880425,6306.725354737962,296.0,60.0,2185.6825556952517,6.0,49.0,1539.6427003314896,55.74704655772983,36.0,True
